ID,step,angle,x,y,x_m,y_m,date,hour,cosHour,sinHour,behavior,Elephant,Stage,Zone
E2,0.37234284003659157,0.02640350232755939,459.46513160697015,6279.647962849722,459465.13160697016,6279647.962849722,2022-08-14T09:53:55Z,9.883333333333333,-0.8503522249955627,0.5262139236518698,Foraging,E2,pre,KW_Home
E2,0.028208038144598983,2.613837779785348,459.77303597300494,6279.438596921493,459773.03597300494,6279438.596921492,2022-08-14T10:24:31Z,10.4,-0.9135454576426008,0.40673664307580043,Resting,E2,pre,KW_Home
E2,0.008637419138217509,-2.2721242247419267,459.7608710758102,6279.464047043147,459760.8710758102,6279464.047043147,2022-08-14T10:54:14Z,10.9,-0.958819734868193,0.2840153447039226,Resting,E2,pre,KW_Home
E2,0.023740818932985068,-1.1145489496689516,459.76922822321944,6279.461864591189,459769.22822321946,6279461.864591189,2022-08-14T11:24:40Z,11.4,-0.9876883405951378,0.15643446504023054,Foraging,E2,pre,KW_Home
E2,0.04481966796236097,0.6755380738335003,459.77396350963505,6279.438600809334,459773.96350963507,6279438.600809334,2022-08-14T11:54:29Z,11.9,-0.9996573249755573,0.026176948307873423,Foraging,E2,pre,KW_Home
E2,0.008602363951554871,-1.3180831816692469,459.8084030904604,6279.40991774972,459808.4030904604,6279409.91774972,2022-08-14T12:25:02Z,12.416666666666666,-0.9940563382223196,-0.10886687485196432,Foraging,E2,pre,KW_Home
E2,0.05658165184819846,1.4359522123745676,459.804725461413,6279.402141136695,459804.725461413,6279402.141136695,2022-08-14T12:54:44Z,12.9,-0.9723699203976767,-0.23344536385590528,Foraging,E2,pre,KW_Home
E2,0.36462296577120645,-0.28754652087131427,459.85215952034224,6279.371294850381,459852.15952034225,6279371.294850381,2022-08-14T13:24:54Z,13.4,-0.9335804264972017,-0.35836794954530043,Foraging,E2,pre,KW_Home
E2,0.0027825331689575556,-2.2733019413012747,460.08890956395817,6279.093987576737,460088.9095639582,6279093.987576737,2022-08-14T13:55:03Z,13.916666666666666,-0.8767267557075078,-0.4809887689193874,Resting,E2,pre,KW_Home
E2,0.0021611107241601753,2.6028707916733778,460.086127054858,6279.093976003321,460086.127054858,6279093.976003321,2022-08-14T14:25:32Z,14.416666666666666,-0.8064446042674825,-0.5913096483635824,Resting,E2,pre,KW_Home
